gene_combination,sens.score,rank
ACTR8_mis;RBBP8,-0.209715435,45669
ALKBH3;RECQL4_mis,-0.209701459,45670
PMS1;TP73,-0.209699449,45671
CHAF1B_mis;RCHY1,-0.209698698,45672
AP5Z1;WRNIP1,-0.209679422,45673
DDX11;TRIP12,-0.209668009,45674
DEK;XPA,-0.209665522,45675
FANCE;TP53BP1,-0.209665269,45676
CDC7;NPLOC4,-0.209657476,45677
REXO4;SPIDR,-0.209655028,45678
CHRNA4;PAXIP1,-0.209653351,45679
CDC14B;SPRTN,-0.209649176,45680
PARP1;XRCC3,-0.209638864,45681
HUS1_mis;OGG1,-0.209620335,45682
FAM175A;MC1R,-0.209611902,45683
ATXN3;UPF1,-0.209606096,45684
RFC3_mis;TRIP12,-0.209602379,45685
AP5Z1;INO80D,-0.209598922,45686
NUDT16;ZBTB1,-0.20958101,45687
ALKBH1;NPAS2,-0.209546209,45688
COPS8;TEX12,-0.209544231,45689
NABP2;NBN,-0.2095421,45690
KIAA0101;MRGBP,-0.209535711,45691
CINP;RNF168,-0.209522778,45692
EPC1;FAM175A,-0.209511831,45693
FZR1;TAOK3,-0.209501267,45694
RAD51AP1;REV3L,-0.209493515,45695
CDK7_mis;TNP1,-0.209491612,45696
POLK;TP73,-0.209478723,45697
FIGNL2;KDM2A,-0.209478582,45698
FANCG;RAD51,-0.209476257,45699
PAGR1;WDHD1_mis,-0.20947103,45700
ADPRHL2;C20orf196,-0.209468705,45701
RNF113A_mis;TRIM28,-0.209468084,45702
MRE11A;POLQ,-0.209464292,45703
FEN1;RAD17_mis,-0.209462235,45704
EYA1;INO80_mis,-0.209454649,45705
ATR;POLE2_mis,-0.209446596,45706
KDM1A;SIRT6,-0.20944422,45707
CCDC155;MBD4,-0.209443181,45708
HMGA1;XRCC6BP1,-0.209441435,45709
ERCC2_mis;RAD23B,-0.209429566,45710
MB21D1;UBE2A,-0.209422632,45711
CHRNA4;UBQLN4,-0.20941765,45712
NHEJ1;TEX15,-0.209417419,45713
PARP10;POLR2C_mis,-0.209412097,45714
MCRS1;POLR1B_mis,-0.209405592,45715
RAB43;USP7,-0.209400734,45716
ADPRHL2;SMC5,-0.20939362,45717
PPP4R2;RAD23B,-0.209383444,45718
ACTR8_mis;ERCC4,-0.20937992,45719
CUL4B;MORF4L2,-0.209374192,45720
C12orf5;EYA2,-0.209370298,45721
SLC30A9;SPO11,-0.209363967,45722
MPG;RUVBL2_mis,-0.209363789,45723
FIGNL1;STRA13,-0.209340795,45724
KDM4D;POLE2_mis,-0.20933743,45725
DDX11;INIP,-0.209333588,45726
GLTSCR2_mis;RAD9B,-0.209300928,45727
POLM;UHRF1,-0.20929097,45728
GEN1;RNASEH2A,-0.209287474,45729
C1orf86;POLQ,-0.209282372,45730
DTL;EYA2,-0.209282059,45731
NABP2;SMEK2,-0.209272389,45732
COPS7B;POLN,-0.209260608,45733
ACTL6A_mis;FANCM,-0.209251047,45734
CHRNA4;SETD2,-0.209240404,45735
DDX1;MAGEF1,-0.209224132,45736
SUMO1;TRIM28,-0.209224032,45737
NBN;TRIP12,-0.209211597,45738
AQR_mis;TRIP12,-0.209199853,45739
CHRNA4;SIRT1,-0.209183009,45740
COPS6_mis;RNF168,-0.209159289,45741
NEIL2;RAD9A_mis,-0.209158644,45742
MEAF6;XPC,-0.209135107,45743
HMGB2;XRCC3,-0.209110165,45744
APEX2;RPA4,-0.209095512,45745
CHRNA4;TEX12,-0.209094308,45746
MSH4;PRDM9,-0.209093138,45747
TNP1;VCP_mis,-0.20908557,45748
PARP10;RHNO1,-0.209069231,45749
EXO5;PMS2,-0.20904634,45750
PRKDC;RNF111,-0.209043035,45751
HMGN1;PCNA,-0.209038509,45752
MSH4;RBBP8,-0.209031027,45753
CDKN2D;PPP5C,-0.209029499,45754
BIVM;MEAF6,-0.209026726,45755
ASTE1;SPO11,-0.209026366,45756
MBD4;SHPRH,-0.209017572,45757
SUV420H2;XRCC5_mis,-0.20901698,45758
C14orf39;EYA4,-0.209012861,45759
ASCC2;ERCC8,-0.209008952,45760
BRCC3;JMY,-0.209004425,45761
CDC7;HMGB2,-0.209001859,45762
FANCF;RAD52,-0.209000721,45763
RNASEH2A;ZSWIM7,-0.208999745,45764
CHEK2;SYCP1,-0.208997692,45765
EXO5;PNKP,-0.208997086,45766
APLF;GADD45A,-0.208983488,45767
RBBP8;UBE2V1,-0.20896404,45768
AUNIP;UBR5,-0.208962836,45769
MB21D1;TERF2,-0.208953315,45770
HSF1;HUS1B,-0.208946273,45771
MRE11A;POLR2D_mis,-0.208945048,45772
FANCE;KIAA0101,-0.208930376,45773
MUM1;PAGR1,-0.208924338,45774
RAD21L1;XRCC4,-0.208914057,45775
APEX1;CDKN2D,-0.208912662,45776
LIG3;SPATA22,-0.208885889,45777
COPS4;XRCC4,-0.208864983,45778
ALKBH5;TRIP12,-0.208861283,45779
POLR1B_mis;RNF169,-0.20886121,45780
MUM1;RUVBL1_mis,-0.208849308,45781
FUS;SMARCAL1,-0.208835394,45782
FAM178A;UVSSA,-0.20883462,45783
ERCC4;POLQ,-0.208833591,45784
NUDT1;RNF168,-0.208832844,45785
NUDT16;PTTG1,-0.208825597,45786
FANCF;MSH4,-0.208806024,45787
BOD1L1;OGG1,-0.208796566,45788
COPS2;ZRANB3,-0.208795834,45789
NPM1;TOPBP1_mis,-0.208775169,45790
CDK7_mis;RPA1_mis,-0.208761459,45791
RNASEH2A;TRIM25,-0.208754499,45792
RAD50;UBE2U,-0.208741557,45793
MCMDC2;POLB,-0.208725975,45794
EPC2;FANCB,-0.208724262,45795
MEN1;TRIP12,-0.208714035,45796
ATRX_mis;C17orf104,-0.208708858,45797
SMARCAD1;XAB2_mis,-0.208685824,45798
BOD1L1;SIRT6,-0.208684448,45799
PPP4C;TP73,-0.208676713,45800
ALKBH3;UBE2U,-0.20867567,45801
SLX4;TFIP11_mis,-0.208672851,45802
GTF2H5;RAD23B,-0.208655078,45803
EEPD1;RAD21L1,-0.208653632,45804
MSH6;RBM17_mis,-0.208624649,45805
MCM3_mis;VPS72_mis,-0.208618514,45806
HSF1;MCM8,-0.208617122,45807
FBXO18;RFC2_mis,-0.208614161,45808
HMGB2;PAXIP1,-0.208602879,45809
ADPRHL2;INIP,-0.208550779,45810
GGN;WDR48,-0.208549857,45811
SPIRE1;TONSL_mis,-0.208543155,45812
PARP2;TDG,-0.208524323,45813
C5orf45;TONSL_mis,-0.208523636,45814
OTUB1;RHNO1,-0.208490972,45815
DNA2_mis;RNF111,-0.208484446,45816
AXIN2;XRCC2,-0.208473399,45817
CINP;ERCC4,-0.208445729,45818
EGFR;MEN1,-0.208435277,45819
FANCE;RECQL5,-0.20841521,45820
HELQ;MCM4,-0.208383674,45821
BIVM.ERCC5;CHRNA4,-0.208382837,45822
FBXO18;XRCC2,-0.208365243,45823
MTA1;USP45,-0.208358614,45824
FH;RECQL4_mis,-0.208354043,45825
PPIE_mis;SPRTN,-0.208351719,45826
COPS3;POLM,-0.208348276,45827
HELB;TICRR_mis,-0.208341245,45828
MDC1;PRMT6,-0.208330123,45829
ERCC3_mis;ZNF365,-0.208326259,45830
SLC30A9;UBE2B,-0.208324455,45831
SMUG1;WHSC1,-0.208304041,45832
POLE2_mis;POLR2G_mis,-0.208302435,45833
SMUG1;UHRF1,-0.208293832,45834
DNA2_mis;KIAA0430,-0.208269005,45835
FIGN;NABP1,-0.208265954,45836
AXIN2;RAD50,-0.208259139,45837
ISG15;RCHY1,-0.208246234,45838
BLM;USP51,-0.208238353,45839
MUTYH;PARP9,-0.208234934,45840
CDKN2D;MGMT,-0.208228029,45841
BLM;PRDM9,-0.20822396,45842
KIAA0101;PRDM9,-0.208169622,45843
CUL4A;RAD50,-0.208169388,45844
ERCC1;RMI1,-0.208167375,45845
NBN;YEATS4,-0.208160042,45846
DTX3L;NPLOC4,-0.208147704,45847
HIST3H2A;NIPBL,-0.208145657,45848
BARD1;PIF1,-0.20814258,45849
HIST3H3;HMGB2,-0.208132428,45850
TP53BP1;TRIM25,-0.208125859,45851
PMS1;SETX,-0.208116983,45852
C17orf70;POLR2L,-0.208110587,45853
AP5S1;RFC1,-0.20810195,45854
INO80C;TRRAP,-0.208097306,45855
HELQ;RFC4_mis,-0.208097073,45856
POLR1A;POLR1B_mis,-0.208086363,45857
POLQ;SLC30A9,-0.208084598,45858
BRCC3;ERCC5,-0.20807576,45859
ERCC4;RFC3_mis,-0.208073098,45860
ADPRHL2;CDKN2D,-0.208034426,45861
BRCA2;MGME1,-0.208019313,45862
GTF2H2_mis;INO80E,-0.207992635,45863
INO80D;NBN,-0.207989383,45864
C9orf142;HIST3H3,-0.207953257,45865
FBXO18;NABP2,-0.207949876,45866
POLR2B_mis;RAD21L1,-0.207933914,45867
FANCA;NTHL1,-0.207924282,45868
C17orf70;RNF138,-0.207916078,45869
EME1;NEIL3,-0.20791196,45870
RAD51B;UBC,-0.207910195,45871
PAPD7;WRNIP1,-0.207909946,45872
RECQL;UBE2D3,-0.207896479,45873
MCM6_mis;TRIM28,-0.20789542,45874
INTS3_mis;NUDT1,-0.20788814,45875
CLSPN;SMARCB1,-0.207888078,45876
RECQL5;RMI1,-0.207881539,45877
FANCM;TOPBP1_mis,-0.207870763,45878
RAD54L;RPA4,-0.207870245,45879
RTEL1;UBE2N,-0.20786806,45880
ALKBH5;HINFP_mis,-0.207858159,45881
AP5Z1;HUWE1,-0.207855871,45882
BOD1L1;SLX4,-0.207855371,45883
BLM;TEX15,-0.207851779,45884
FAN1;FIGN,-0.207842533,45885
HELQ;UBC,-0.207823635,45886
ASTE1;PARP10,-0.207822652,45887
C12orf5;USP43,-0.207822649,45888
KIAA0430;NHEJ1,-0.207816031,45889
FGF10;SIRT6,-0.207810209,45890
INO80B_mis;WDR70_mis,-0.207801686,45891
PIF1;RFC5_mis,-0.207791772,45892
NPLOC4;NUCKS1,-0.207773316,45893
NUDT16L1;POLR2L,-0.207761297,45894
SSRP1_mis;SWI5,-0.207737023,45895
APLF;INO80D,-0.207732249,45896
UBC;USP10,-0.207726469,45897
ATM;NABP2,-0.207712898,45898
ASF1A;DHX9,-0.207710368,45899
UBE2T;ZBTB1,-0.207708401,45900
EXO5;MDC1,-0.207692051,45901
C14orf39;RAD21L1,-0.207687525,45902
INO80E;MUS81,-0.20768546,45903
CHEK1_mis;USP45,-0.207684205,45904
FEN1;PRDM9,-0.20768034,45905
CIB1;TRIM28,-0.207678804,45906
RAD51AP1;SLX1A,-0.207678376,45907
HMGB1;MLH1,-0.207670348,45908
C19orf40;FTO,-0.207665989,45909
ENDOV;RAD51B,-0.20766022,45910
CXorf57;HMGB1,-0.20765002,45911
CHRNA4;TERF2,-0.207647326,45912
MRGBP;UVRAG,-0.207643673,45913
DEK;MEIOB,-0.207641923,45914
RRM1_mis;USP51,-0.207639887,45915
EME1;UBE2B,-0.207638908,45916
FANCD2;USP43,-0.207638557,45917
ALKBH5;ATXN3,-0.207632152,45918
HIST3H3;TCEA1,-0.207623066,45919
NPLOC4;RAB43,-0.20762162,45920
SETMAR;XPC,-0.207620392,45921
NBN;PARP10,-0.20759997,45922
BTG2;KAT5,-0.207598628,45923
TMEM161A;ZFYVE26,-0.207591483,45924
MAD2L2;SPIRE1,-0.207581857,45925
EP300;RHNO1,-0.207574492,45926
BABAM1;POLG2,-0.207571991,45927
HMGB2;SHFM1_mis,-0.207560141,45928
PRIMPOL;RECQL4_mis,-0.207537286,45929
HMGN1;USP43,-0.207531012,45930
FANCB;WAS,-0.207529014,45931
RAD21;SIRT6,-0.207526993,45932
SLX4;TP53BP1,-0.207508517,45933
ANKLE1;MPG,-0.207504919,45934
XRCC1;XRCC6BP1,-0.207503231,45935
TMEM189.UBE2V1;ZBTB7A,-0.207501175,45936
ACTR5;APBB1,-0.207493577,45937
MCMDC2;PRMT6,-0.207491229,45938
TP53BP1;WHSC1,-0.207470665,45939
MEIOB;ZMPSTE24,-0.207467802,45940
EPC2;ING3,-0.207449618,45941
DDX1;FZR1,-0.207404406,45942
HUS1_mis;TRIP13,-0.207399993,45943
RAD23B;TONSL_mis,-0.207394791,45944
H2AFX;STUB1,-0.207392928,45945
KAT5;PAGR1,-0.207387286,45946
KIF22;RIF1,-0.207383614,45947
MGMT;XRCC6BP1,-0.207358217,45948
EME2;FBXO18,-0.207356086,45949
PARP4;RAD51AP1,-0.207352882,45950
MEN1;WDHD1_mis,-0.207341134,45951
NTHL1;POLD3_mis,-0.207339509,45952
BRCA2;KAT5,-0.207327363,45953
EME2;PAPD7,-0.207304148,45954
DDB2;EPC1,-0.207294454,45955
SLX4;UIMC1,-0.20729152,45956
DCLRE1A;FEN1,-0.207288306,45957
ACTB;FH,-0.207268703,45958
FANCC;RAD54B,-0.207262276,45959
REV1;UBE2W,-0.207252744,45960
ADPRHL2;MSH6,-0.207243587,45961
POLL;RMI1,-0.207242885,45962
ABL1;BOD1L1,-0.207231084,45963
JMY;SMUG1,-0.207227074,45964
CHEK2;HINFP_mis,-0.207211919,45965
ACTR8_mis;POLR2G_mis,-0.207210292,45966
ERCC1;WRN,-0.207207972,45967
POLR2L;REC8,-0.207189726,45968
MCM6_mis;RPS3_mis,-0.207185673,45969
CHAF1A;PTTG1,-0.207180338,45970
EEPD1;HELQ,-0.207177901,45971
AP5Z1;WRN,-0.207168252,45972
MSH6;TERF2IP,-0.207167196,45973
OBFC1;SLX1A,-0.207157883,45974
CDC7;INO80C,-0.207154197,45975
ASCC2;POLR2B_mis,-0.207154109,45976
DEK;NEIL1,-0.207139001,45977
POLR2L;XPC,-0.207114563,45978
PARP2;TDP1,-0.207105032,45979
EXO5;MUS81,-0.207100261,45980
COPS4;JMY,-0.207089648,45981
GPS1;USP10,-0.207070824,45982
PRKCG;RAD52,-0.207060556,45983
COPS2;TNKS1BP1,-0.207060487,45984
BOD1L1;SLC30A9,-0.207053788,45985
SMC6;TEX15,-0.207051953,45986
CEP164;POLG2,-0.20701739,45987
ACTR5;MBD4,-0.207012187,45988
COPS2;ISG15,-0.206989447,45989
SUV420H2;TP53BP1,-0.206976673,45990
PML;SUV420H2,-0.206975918,45991
EYA2;KIAA0430,-0.206961388,45992
HELB;MAD2L2,-0.206955846,45993
INTS3_mis;SUMO1,-0.206954596,45994
POLR2F;XRCC6BP1,-0.206943829,45995
HIST4H4;KDM1A,-0.206934673,45996
ERCC1;RFWD3,-0.206929975,45997
MGMT;PARPBP,-0.206917616,45998
EME1;RCHY1,-0.206912114,45999
HIST4H4;UBE2U,-0.206905876,46000
NSMCE1_mis;REV3L,-0.206892708,46001
NIPBL;SPIRE1,-0.206891384,46002
RRM2B;UBE2W,-0.206887542,46003
EYA3;MCM9,-0.206886667,46004
POLM;STUB1,-0.206868839,46005
DTX3L;FOXM1,-0.206862849,46006
CHEK2;TP53,-0.206858187,46007
POLD2_mis;UBE2W,-0.206854053,46008
MUM1;WDR33_mis,-0.206847477,46009
ANKLE1;PMS2,-0.206841714,46010
CDC14B;GEN1,-0.206834579,46011
POLN;PPIE_mis,-0.206826105,46012
EYA1;NSMCE1_mis,-0.206792238,46013
AP5S1;FANCG,-0.206787567,46014
INO80E;RRM2B,-0.206782918,46015
MEN1;POLK,-0.206773275,46016
FAM175A;KIAA0430,-0.206772159,46017
PML;RBX1_mis,-0.206767829,46018
ENDOV;FAM35A,-0.206765714,46019
ACTR5;REC8,-0.206760905,46020
LIG1;SETD2,-0.206759022,46021
FUS;PARP10,-0.206757111,46022
ALKBH2;TCEA1,-0.206753694,46023
HMGN1;TRIP12,-0.206753209,46024
BOD1L1;HIST3H2A,-0.206746563,46025
JMY;TP73,-0.206734522,46026
CETN1;RTEL1,-0.206731987,46027
ASCC3;POLQ,-0.206727374,46028
MSH6;WRN,-0.206724338,46029
HUWE1;TFIP11_mis,-0.206721618,46030
CDK2;TEX15,-0.206703212,46031
FGF10;SMEK2,-0.206698933,46032
UFD1L;WRAP53,-0.206682181,46033
ASCC1;HSF1,-0.206676469,46034
DCLRE1B;TFIP11_mis,-0.206672119,46035
HMGA1;RUVBL2_mis,-0.206668772,46036
GPS1;TRIM25,-0.206661711,46037
FH;TNKS1BP1,-0.206659613,46038
AXIN2;PARP4,-0.206659331,46039
MEIOB;POLR2G_mis,-0.206647436,46040
BTG2;CIB1,-0.206638519,46041
HMGB1;POLL,-0.20663764,46042
SPIRE1;TCEA1,-0.206633297,46043
CIB1;MLH1,-0.206630162,46044
ASCC1;EPC1,-0.206610085,46045
BCCIP_mis;RCHY1,-0.206607531,46046
MGMT;SFR1,-0.206582204,46047
PRMT6;USP1,-0.206577274,46048
CEBPG;TNP1,-0.206571388,46049
POLR2E_mis;SFPQ,-0.206568462,46050
ATM;MSH5,-0.20656346,46051
EPC1;KAT5,-0.206555964,46052
CCNH_mis;PARP4,-0.206526703,46053
CHEK2;RAB43,-0.20652577,46054
MSH3;UBE2B,-0.206518337,46055
MCM9;RBM17_mis,-0.206509275,46056
APLF;EXD2,-0.206502767,46057
FAM178A;NUDT16L1,-0.206501091,46058
BTG2;FANCC,-0.206475303,46059
SMEK2;TREX1,-0.206466919,46060
GGN;USP10,-0.206460659,46061
RRM2B;WRNIP1,-0.206448476,46062
ERCC6L2;RAD51,-0.206430619,46063
CHD1L;CSNK1E,-0.206405935,46064
UBR5;UPF1,-0.206394642,46065
ASCC1;POLA1,-0.206384024,46066
NIPBL;WDR70_mis,-0.206382565,46067
DCLRE1B;DTL,-0.206364839,46068
ASCC1;USP45,-0.206362801,46069
RAD17_mis;RMI1,-0.206361915,46070
ACTR2_mis;JMY,-0.20632123,46071
COPS7A;NPLOC4,-0.20631206,46072
ERCC4;GPS1,-0.206309085,46073
RAD21;TRIM25,-0.206300039,46074
KIF22;PRDM9,-0.206286628,46075
MCM5;TP53,-0.206285828,46076
CCDC155;USP51,-0.206271269,46077
MORF4L2;ZBTB1,-0.206269283,46078
PALB2;SPIRE2,-0.206253953,46079
PPP4C;XRCC6_mis,-0.206251093,46080
KDM1A;PAGR1,-0.206241103,46081
UBB;UBE2W,-0.206235519,46082
PPIE_mis;UCHL5,-0.206226949,46083
HMGB1;TTC5,-0.206226913,46084
DHX9;MC1R,-0.206216637,46085
MCM3_mis;TOPBP1_mis,-0.206216064,46086
MRGBP;PIF1,-0.206199135,46087
SLX4;XRCC3,-0.20618744,46088
STUB1;TWIST1,-0.206176377,46089
MB21D1;PARP1,-0.206174979,46090
GTF2H5;RMI1,-0.206143606,46091
DEK;EME1,-0.206140371,46092
MLH1;UBE2N,-0.206136454,46093
KDM4D;RAD9B,-0.206129194,46094
DNTT;KIAA0430,-0.206125583,46095
INO80C;UBE2V1,-0.206106461,46096
KIAA0430;XRCC6BP1,-0.206104121,46097
HIST3H2A;MCM6_mis,-0.206097513,46098
DDX1;KIF22,-0.206088487,46099
COPS3;DMAP1_mis,-0.206088181,46100
AP5S1;CDC45,-0.206085919,46101
LIG4;MBTD1,-0.206082076,46102
INO80D;TEX12,-0.206077675,46103
ERCC5;POLD1_mis,-0.206068866,46104
NSMCE2;RAD1,-0.20605348,46105
EXD2;INO80_mis,-0.206042197,46106
EYA4;PSMD14_mis,-0.206040467,46107
AUNIP;INO80_mis,-0.206024847,46108
BRIP1;CHEK2,-0.206015588,46109
ETAA1;NEIL1,-0.206007973,46110
CDK7_mis;HMGB1,-0.20600573,46111
PARP4;RAD21,-0.206002497,46112
ADPRHL2;PML,-0.205983501,46113
MEN1;RECQL5,-0.205975779,46114
RFC2_mis;SLX1A,-0.205974864,46115
PARP4;PRDM9,-0.205962508,46116
COPS4;TDG,-0.205955878,46117
ASCC3;FTO,-0.205955517,46118
MSH2;NSMCE2,-0.205951296,46119
HUS1_mis;UBE2N,-0.205939784,46120
CHAF1A;PAPD7,-0.205939005,46121
IGHMBP2;ING3,-0.205925392,46122
OGG1;PRKCG,-0.205919507,46123
PMS1;PRMT6,-0.205900434,46124
RFC3_mis;STRA13,-0.205899389,46125
HMGB1;MSH6,-0.20589824,46126
FANCC;RFC4_mis,-0.205882384,46127
SMC6;VPS72_mis,-0.205869203,46128
IGHMBP2;UBE2W,-0.205859354,46129
NUDT16L1;RAD54L,-0.205858062,46130
POLR2H_mis;USP10,-0.205853706,46131
MAD2L2;RUVBL1_mis,-0.205847086,46132
EYA4;HELQ,-0.205822886,46133
NUDT1;SFR1,-0.205803673,46134
APEX2;RRM2B,-0.205794772,46135
ACTR5;SWSAP1,-0.20578505,46136
CHD1L;MUM1,-0.205778594,46137
MEIOB;PMS2,-0.205759661,46138
MSH6;PSME4,-0.205759458,46139
STUB1;WHSC1,-0.205744458,46140
CDK9;LIG3,-0.205741935,46141
BIVM;TDP1,-0.205736539,46142
RAD50;XRCC1,-0.205731706,46143
GTF2H5;PNKP,-0.205731067,46144
POLR2F;RRM2B,-0.205730102,46145
PIAS4;SPIRE1,-0.205726029,46146
LIG1;NONO,-0.205722413,46147
HMGN1;NPLOC4,-0.205719444,46148
JMY;POLI,-0.205716044,46149
RCHY1;UPF1,-0.205683407,46150
EGFR;TWIST1,-0.205680459,46151
DDX1;EXO5,-0.2056799,46152
ALKBH1;BRCC3,-0.205677091,46153
FBXO6;KIN,-0.205671484,46154
ASCC2;COPS5,-0.205664631,46155
FANCF;RNF113A_mis,-0.205638878,46156
FANCE;POLR2H_mis,-0.205626877,46157
FANCC;PARP10,-0.205616847,46158
FANCE;PALB2,-0.205603996,46159
CHD1L;SHPRH,-0.205595816,46160
CDKN2D;MLH1,-0.205591345,46161
MAD2L2;USP43,-0.205577727,46162
ERCC2_mis;TNKS1BP1,-0.205571411,46163
NDNL2;PRKDC,-0.205559462,46164
POLR2E_mis;RFC5_mis,-0.205553958,46165
DDX1;PARP10,-0.205550908,46166
HMGA1;PPIE_mis,-0.20554796,46167
DCLRE1B;EYA3,-0.205525725,46168
CINP;SMCHD1,-0.205519907,46169
FUS;REV1,-0.205519772,46170
PPP4C;TMEM161A,-0.2055098,46171
MCRS1;OGG1,-0.205502106,46172
HIST3H3;POLG2,-0.205501748,46173
PRDM9;RNF138,-0.205500422,46174
MUTYH;USP1,-0.205496653,46175
POLR2D_mis;SUV420H2,-0.205491398,46176
DCLRE1C;RAD9B,-0.205479,46177
SLX4;SPO11,-0.205465363,46178
EYA1;MUTYH,-0.205449273,46179
SMC1A_mis;SUV420H2,-0.205429295,46180
ACTR2_mis;ENDOV,-0.205420058,46181
MRE11A;RCHY1,-0.205407839,46182
MSH5;NSMCE2,-0.205392664,46183
RECQL;SMEK2,-0.205364544,46184
FMN2;MCMDC2,-0.205360329,46185
FANCM;HMGB1,-0.205358195,46186
AQR_mis;SFPQ,-0.20535303,46187
RPA4;ZNF830_mis,-0.205349294,46188
ALKBH1;RPA4,-0.205346173,46189
PPIE_mis;SUMO1,-0.20532044,46190
MMS19;TRIP13,-0.205320029,46191
C14orf39;MAD2L2,-0.205315324,46192
PRDM9;UVRAG,-0.205290164,46193
GTF2H5;LIG4,-0.205286494,46194
EP300;WDR48,-0.205276822,46195
DDX1;POLR2C_mis,-0.205265978,46196
FAN1;POLR2E_mis,-0.20526586,46197
DNA2_mis;UBQLN4,-0.205263308,46198
ERCC2_mis;SMEK2,-0.205257067,46199
KIF22;RAD21L1,-0.205251665,46200
EID3;POLI,-0.205248745,46201
SHPRH;TERF2,-0.205235541,46202
HELB;POLD1_mis,-0.205232064,46203
C14orf39;KLHL15,-0.205231362,46204
HIST3H3;HMGN1,-0.20521347,46205
COPS6_mis;PTTG1,-0.205213026,46206
INO80D;MORF4L2,-0.205205033,46207
POLA1;WDHD1_mis,-0.205202533,46208
EEPD1;YY1,-0.205201752,46209
NFRKB;ZBTB1,-0.205196906,46210
NEIL1;SUPT16H,-0.205192249,46211
EEPD1;RNF113A_mis,-0.205185107,46212
ACTB;POLR2F,-0.205181713,46213
FEN1;MMS19,-0.205157684,46214
COPS4;USP3,-0.205141659,46215
TP73;ZNF830_mis,-0.205140435,46216
MB21D1;RHNO1,-0.205138036,46217
HIST3H3;UBE2L6,-0.205136332,46218
MLH3;TAOK3,-0.205126925,46219
DCLRE1A;ISG15,-0.205119897,46220
BARD1;NSMCE2,-0.205108018,46221
INIP;MB21D1,-0.205104921,46222
TOP3A;USP45,-0.205092999,46223
MMS22L;RAD23B,-0.205086798,46224
ATXN3;EP300,-0.205080562,46225
PARP3;TP73,-0.205065199,46226
RMI1;UBE2A,-0.205062005,46227
BRE;IGHMBP2,-0.2050585,46228
DOT1L;POLQ,-0.205055643,46229
EGFR;ERCC1,-0.20504354,46230
RAD23A;WRNIP1,-0.205024921,46231
ABL1;RECQL,-0.205013901,46232
MCM6_mis;TP73,-0.205009778,46233
MSH4;RAB43,-0.20498504,46234
ALKBH1;DCLRE1C,-0.204980765,46235
TMEM161A;TP73,-0.204976321,46236
ANKRD32;HIST4H4,-0.204965877,46237
RAD54L;TFPT,-0.204964851,46238
RBBP8;XPA,-0.2049597,46239
KIAA0430;PRMT6,-0.204959464,46240
ACTR8_mis;UBE2T,-0.204958513,46241
FANCB;XRCC1,-0.204957462,46242
PAXIP1;POLR2L,-0.204952255,46243
MGME1;TNP1,-0.204938289,46244
KIF22;RECQL4_mis,-0.204938239,46245
HELQ;TDP2,-0.204933618,46246
CHAF1A;RPA4,-0.20493198,46247
C20orf196;RAD54L,-0.204928356,46248
RECQL;UBB,-0.204925307,46249
UBE2N;UFD1L,-0.204910857,46250
HELB;SLC30A9,-0.204908807,46251
RAD21L1;TONSL_mis,-0.204906922,46252
RAD51;XAB2_mis,-0.204904937,46253
HMGB2;SPIRE1,-0.204904311,46254
NABP2;POLR2D_mis,-0.204898014,46255
APITD1;USP3,-0.204896432,46256
MLH1;TOPBP1_mis,-0.204884175,46257
PPP4C;RAD21L1,-0.204880182,46258
CXorf57;UBE2D3,-0.204877503,46259
RAD54B;TRRAP,-0.204867072,46260
COPS6_mis;WDR70_mis,-0.204854775,46261
ANKLE1;REXO4,-0.204851839,46262
PPP4C;SUV420H1,-0.204841666,46263
ASCC1;RAD50,-0.20484027,46264
APEX2;RAD54L,-0.204813393,46265
RCHY1;STUB1,-0.20481054,46266
C7orf49;LIG1,-0.204799867,46267
CHEK2;POLD4,-0.204785213,46268
CUL4B;FEN1,-0.204784178,46269
GGN;SETMAR,-0.204779515,46270
REV3L;SLX4,-0.20477044,46271
DCLRE1B;RAD21L1,-0.204769546,46272
SWSAP1;USP10,-0.204767048,46273
APEX1;HUWE1,-0.204762519,46274
COPS3;TRIP13,-0.204724885,46275
SLX4;TERF2IP,-0.204711742,46276
NDNL2;POLD4,-0.204705863,46277
C20orf196;UPF1,-0.204694101,46278
OTUB1;SUPT16H,-0.20468843,46279
MCMDC2;RFC5_mis,-0.204688071,46280
PARPBP;TRIP13,-0.204685178,46281
ERCC8;MORF4L2,-0.204681429,46282
RAD21L1;SMC6,-0.204678391,46283
MC1R;XRCC5_mis,-0.204677572,46284
ADPRHL2;ZSWIM7,-0.204676485,46285
RAD51;REV1,-0.204675635,46286
CDK7_mis;CUL4A,-0.204670271,46287
BRCA1_mis;SPO11,-0.204665419,46288
H2AFX;PRMT6,-0.204663615,46289
EYA2;MEIOB,-0.204648807,46290
AP5Z1;SETX,-0.20464357,46291
GTF2H1;NEIL1,-0.20464227,46292
C17orf104;HMGN1,-0.204637985,46293
FANCA;FANCG,-0.204637851,46294
APLF;TRIP12,-0.204636979,46295
H2AFX;MNAT1,-0.204634059,46296
AXIN2;ISG15,-0.204628446,46297
COPS6_mis;NFRKB,-0.204624254,46298
RBBP8;SWSAP1,-0.204621178,46299
POLR2B_mis;UBE2V1,-0.204606787,46300
HMGB1;NHEJ1,-0.204598341,46301
H2AFX;MMS22L,-0.204591277,46302
BACH1;XRCC4,-0.20459055,46303
RAD50;TOP3A,-0.204589227,46304
